UserId,BirthDate,Age,Balance,Status,createdAt,Localidade
150,1998-10-30,25,2452.51,active,2023-11-08,Ribeirão Preto
151,1980-09-03,43,3758.08,inactive,2023-06-18,Codó
152,1995-08-31,28,1668.16,inactive,2023-10-23,Poços de Caldas
153,2001-02-01,23,9694.24,inactive,2023-12-06,Cachoeira do Sul
154,1983-09-02,40,4414.47,inactive,2023-04-12,Apucarana
155,2001-05-11,23,2776.17,active,2023-11-22,Barra Mansa
156,1987-09-04,36,1217.02,inactive,2023-05-18,Ponta Grossa
157,2000-09-19,23,6932.6,inactive,2023-03-02,Tatuí
158,1991-02-10,33,8121.44,active,2023-06-04,Manaus
159,1986-08-14,37,4589.93,inactive,2023-08-05,Joinville
160,1992-09-19,31,6965.28,inactive,2023-08-01,Canoas
161,2001-05-03,23,8812.12,inactive,2023-04-08,Volta Redonda
162,1988-02-19,36,4433.02,inactive,2023-06-25,São Paulo
163,1999-09-06,24,9404.65,inactive,2023-01-16,Guarulhos
164,1995-05-02,29,3596.74,inactive,2023-06-17,Tobias Barreto
165,1999-01-07,25,7634.13,active,2023-06-24,Cacoal
166,1977-01-13,47,9604.71,active,2023-02-25,Porangatu
167,1997-07-29,26,4107.5,active,2023-09-06,Vargem Grande
168,1988-11-10,35,2367.17,inactive,2023-05-28,São Pedro da Aldeia
169,1992-01-29,32,6416.76,active,2023-10-20,Vila Velha
170,1995-08-10,28,5782.51,active,2023-07-16,Macaúbas
171,1995-09-26,28,5285.88,active,2023-01-30,São Carlos
172,1983-03-18,41,3237.95,active,2023-12-16,Santo Ângelo
173,2001-02-16,23,5794.76,inactive,2023-12-15,São João da Barra
174,1997-07-03,26,6335.77,active,2023-09-10,São Gonçalo do Amarante
175,1990-02-21,34,6631.37,active,2023-12-29,Osasco
176,1994-08-27,29,7515.97,inactive,2023-05-10,Brasília
177,2000-05-17,24,3972.54,inactive,2023-03-05,Porto Alegre
178,1996-01-27,28,4195.38,active,2023-07-22,Caçapava do Sul
179,1994-08-14,29,9049.79,active,2023-03-12,Morrinhos
180,1990-10-16,33,5442.18,active,2023-06-28,Cascavel
181,2001-04-30,23,6790.05,inactive,2023-05-24,Cuiabá
182,1993-06-16,30,8916.71,active,2023-06-09,Salvador
183,1993-05-05,31,9447.09,active,2023-03-02,Itapevi
184,2000-11-18,23,3080.19,active,2023-04-20,Ipirá
185,1981-03-23,43,7187.05,active,2023-04-14,Cansanção
186,1996-07-07,27,6382.44,active,2023-04-09,Sobral
187,1994-06-13,29,1711.76,active,2023-04-24,Gurupi
188,1994-08-20,29,3383.17,active,2023-11-28,Jaboatão Dos Guararapes
189,1983-08-24,40,6913.31,inactive,2023-08-19,Sobral
190,1994-04-29,30,8272.7,inactive,2023-03-17,Petrópolis
191,1977-01-01,47,3698.23,inactive,2023-02-20,Paulista
192,1988-02-15,36,2578.39,inactive,2023-01-21,Santa Cruz do Sul
193,1977-09-04,46,7491.25,inactive,2023-04-13,São Gonçalo
194,1967-11-12,56,7165.47,inactive,2023-06-02,São Paulo
195,2001-01-12,23,3899.89,active,2023-05-24,Montes Claros
196,1993-08-05,30,2265.74,inactive,2023-07-01,Inhumas
197,1994-10-08,29,4749.03,inactive,2023-11-08,Recife
198,1993-08-15,30,6548.99,active,2023-01-07,Araruama
199,1996-02-14,28,4575.04,inactive,2023-05-30,Duque de Caxias
200,2001-03-08,23,3689.97,inactive,2023-06-23,Teresina
201,1988-05-12,36,7751.73,active,2023-05-09,Altos
202,1999-07-07,24,6392.84,inactive,2023-06-21,Visconde do Rio Branco
203,1967-12-12,56,7924.82,active,2023-09-14,Santa Bárbara D´oeste
204,1998-07-04,25,5631.54,inactive,2023-07-15,Acaraú
205,1998-08-08,25,4205.32,active,2023-02-12,Contagem
206,1990-06-10,33,6170.94,inactive,2023-02-21,Brasília
207,1971-03-20,53,1332.52,inactive,2023-07-06,Presidente Prudente
208,1997-01-17,27,2163.13,inactive,2023-05-22,São Paulo
209,1996-09-24,27,3759.77,inactive,2023-02-11,Porto Alegre
210,1992-03-28,32,6078.02,inactive,2023-12-13,Águas Lindas de Goiás
211,1994-09-20,29,5563.52,inactive,2023-09-25,Carapicuíba
212,1962-02-06,62,5968.89,active,2023-05-19,Aracaju
213,1984-09-29,39,4812.77,active,2023-01-02,Belém
214,1993-04-12,31,8056.27,inactive,2023-02-07,Avaré
215,2000-05-05,24,5797.39,active,2023-10-02,São Paulo
216,2000-10-31,23,4039.65,active,2023-04-21,Sete Lagoas
217,1978-06-23,45,4289.67,active,2023-10-12,Porto Alegre
218,1992-02-03,32,6391.8,active,2023-06-01,Camaragibe
219,1995-03-17,29,2126.84,inactive,2023-01-09,Parnamirim
220,1997-09-14,26,8544.99,inactive,2023-09-06,Timóteo
221,1993-12-08,30,9218.86,active,2023-04-20,Itanhaém
222,2001-12-06,22,9543.66,inactive,2023-10-23,Cianorte
223,1996-09-21,27,5117.02,active,2023-01-11,Taubaté
224,1997-01-10,27,5194.48,active,2023-03-16,Santaluz
225,2000-12-30,23,6484.46,inactive,2023-04-10,Quixadá
226,1981-09-11,42,2256.97,inactive,2023-10-04,São Paulo
227,1975-05-08,49,9089.12,active,2023-11-11,Conceição do Coité
228,1998-01-23,26,9621.45,active,2023-06-09,Monte Carmelo
229,2000-11-16,23,1778.56,active,2023-01-16,São Luís
230,1981-02-10,43,8203.74,inactive,2023-09-13,Vila Velha
231,1990-07-30,33,7533.59,active,2023-10-10,Maceió
232,1995-02-15,29,7668.63,active,2023-12-14,Jundiaí
233,1996-07-12,27,4411.83,active,2023-02-17,Manaus
234,1986-07-12,37,3105.91,active,2023-11-03,São Paulo
235,2000-10-21,23,8855.13,active,2023-10-16,Mogi Guaçu
236,1988-10-06,35,3764.15,active,2023-08-05,Igarassu
237,2000-07-20,23,7966.75,inactive,2023-01-22,Moji-mirim
238,1976-05-29,48,5229.53,inactive,2023-10-22,Guaíba
239,1993-02-09,31,5936.29,active,2023-05-08,Manaus
240,2001-01-02,23,2785.35,active,2023-08-03,Contagem
241,1975-12-18,48,8287.74,inactive,2023-12-16,Sousa
242,1996-05-07,28,1752.29,active,2023-07-29,Curitiba
243,1999-10-23,24,4254.5,inactive,2023-07-09,Campina Grande
244,1991-03-14,33,3313.01,active,2023-07-21,Congonhas
245,1997-12-09,26,4256.42,active,2023-12-08,Diadema
246,1982-04-14,42,7177.41,active,2023-08-29,Cornélio Procópio
247,1992-11-18,31,1000.93,inactive,2023-05-12,Carpina
248,1994-02-13,30,5532.8,active,2023-08-26,Itapeva
249,1978-06-11,45,3547.81,active,2023-12-15,Duque de Caxias
250,1989-01-21,35,7146.67,inactive,2023-07-17,Porto Seguro
251,1985-12-21,38,5568.19,active,2023-07-27,Ouro Fino
252,1999-10-12,24,9676.39,inactive,2023-08-06,Tarauacá
253,1999-08-28,24,4895.4,active,2023-10-18,Salvador
254,2000-01-21,24,4869.22,active,2023-02-07,Belo Horizonte
255,1985-11-03,38,3156.82,active,2023-02-23,Itaúna
256,1992-01-26,32,2706.45,inactive,2023-09-13,São Caetano do Sul
257,1989-03-22,35,1348.86,inactive,2023-07-11,Rio de Janeiro
258,1974-03-31,50,8383.54,inactive,2023-08-29,Sabará
259,1999-07-01,24,3596.56,active,2023-09-22,São Vicente
260,1995-11-22,28,6070.09,inactive,2023-12-26,São Paulo
261,1993-06-11,30,9121.48,inactive,2023-11-23,São Paulo
262,1979-02-03,45,3752.53,inactive,2023-12-20,Moji Das Cruzes
263,1963-03-25,61,6916.23,inactive,2023-11-27,Cambé
264,1989-01-31,35,1158.46,inactive,2023-12-04,São Francisco
265,1992-03-13,32,7991.9,active,2023-07-10,Fortaleza
266,1988-07-03,35,5768.5,active,2023-02-01,Marechal Cândido Rondon
267,2001-03-04,23,3853.7,inactive,2023-07-28,Marataízes
268,1994-05-06,30,3695.14,inactive,2023-08-06,Rio de Janeiro
269,1998-05-10,26,7868.73,inactive,2023-05-06,São Leopoldo
270,1989-11-08,34,4814.96,inactive,2023-06-06,Jundiaí
271,1997-07-09,26,8474.59,active,2023-11-25,Canoas
272,1996-10-24,27,4262.18,active,2023-05-29,Osório
273,1985-03-18,39,6259.16,inactive,2023-09-10,Várzea Grande
274,1990-04-07,34,9797.72,inactive,2023-07-14,Araraquara
275,1963-04-10,61,2191.7,active,2023-06-04,Guaratinguetá
276,1984-01-24,40,1654.55,inactive,2023-03-28,Brasília
277,1988-02-21,36,8518.27,active,2023-09-17,Goianira
278,1996-11-21,27,4287.6,inactive,2023-07-08,São Paulo
279,1979-10-28,44,1929.09,inactive,2023-01-20,Jundiaí
280,1997-06-01,27,8373.9,inactive,2023-11-04,Lagoa Santa
281,1997-11-04,26,3001.72,active,2023-08-13,Guarantã do Norte
282,1998-01-13,26,9000.78,active,2023-09-24,João Pessoa
283,1982-11-29,41,8456.88,active,2023-05-30,Novo Hamburgo
284,1994-09-14,29,4848.34,inactive,2023-04-16,Goiânia
285,1990-08-18,33,7903.21,inactive,2023-02-18,Itapevi
286,1998-04-23,26,4849.19,inactive,2023-04-03,Belo Horizonte
287,2001-05-29,23,2933.37,active,2023-06-01,Mogi Guaçu
288,1998-10-08,25,4640.13,inactive,2023-10-29,Brasília
289,1989-05-04,35,2904.16,inactive,2023-06-01,Curitiba
290,1991-12-20,32,8735.67,active,2023-04-05,Sirinhaém
291,1985-07-14,38,3002.6,active,2023-11-10,Nova Iguaçu
292,1969-10-13,54,1578.56,inactive,2023-12-14,Criciúma
293,1994-06-27,29,5587.88,inactive,2023-08-23,Birigui
294,1986-04-23,38,1201.27,inactive,2023-11-08,Lavras
295,1987-06-11,36,6508.76,inactive,2023-09-13,Cuiabá
296,1993-06-19,30,7960.89,inactive,2023-06-02,Mombaça
297,1980-08-07,43,2298.32,active,2023-05-28,Rio de Janeiro
298,1998-07-19,25,4851.29,active,2023-11-23,Piracicaba
299,1984-01-04,40,9861.94,active,2023-03-27,Marabá
300,1993-04-27,31,6573.57,inactive,2023-07-07,Porto Velho
301,1984-11-14,39,4175.39,inactive,2023-10-12,Curitiba
302,1997-06-17,26,3093.21,inactive,2023-12-02,Embu
303,1999-02-27,25,5136.08,active,2023-11-29,Belford Roxo
304,2001-11-16,22,3030.51,active,2023-11-25,Ananindeua
305,1994-09-22,29,9076.0,inactive,2023-12-10,Louveira
306,1989-08-14,34,4647.13,active,2023-02-03,São José Dos Campos
307,2001-07-11,22,4869.64,inactive,2023-10-17,Queimados
308,2001-09-23,22,4353.43,inactive,2023-11-17,Brasília
309,1995-02-19,29,4439.57,inactive,2023-09-13,Itaguaí
310,1995-04-05,29,9240.09,active,2023-11-07,São Paulo
311,2001-03-16,23,6145.46,active,2023-10-27,Jaboatão Dos Guararapes
312,2000-06-08,23,4212.79,active,2023-12-05,Garça
313,1997-05-26,27,6299.37,active,2023-03-27,Uberlândia
314,1994-09-16,29,9187.11,active,2023-09-02,Mauá
315,1988-08-02,35,2797.47,inactive,2023-11-23,Birigui
316,1992-04-19,32,8949.57,active,2023-11-16,Rio de Janeiro
317,1998-05-15,26,9716.65,active,2023-09-07,Guarulhos
318,1988-06-20,35,8194.47,active,2023-01-19,São Paulo
319,1996-07-06,27,4305.63,inactive,2023-09-11,São Caetano do Sul
320,1993-05-25,31,2614.97,active,2023-12-16,Cachoeirinha
321,1964-09-01,59,2821.72,inactive,2023-05-04,Governador Valadares
322,1999-07-05,24,7554.94,inactive,2023-09-22,São João de Meriti
323,1997-12-18,26,1573.21,inactive,2023-06-22,São José de Ribamar
324,1997-11-21,26,3118.4,active,2023-02-21,Trairi
325,1984-01-12,40,8266.97,inactive,2023-01-13,Taboão da Serra
326,2000-02-29,24,6698.12,inactive,2023-11-19,Jaboatão Dos Guararapes
327,2000-02-22,24,2514.56,inactive,2023-05-17,Ouro Preto do Oeste
328,2001-01-16,23,2290.58,active,2023-03-12,Campina Grande
329,1989-07-07,34,4134.56,inactive,2023-05-29,Arcoverde
330,1976-09-15,47,6998.78,active,2023-08-11,Itu
331,1971-09-08,52,9981.14,active,2023-10-07,São Bernardo do Campo
332,1997-02-15,27,6158.08,active,2023-05-31,Ponta Grossa
333,1975-04-08,49,2328.15,active,2023-10-22,Conselheiro Lafaiete
334,1982-04-28,42,1746.82,inactive,2023-01-31,Itapecerica da Serra
335,1999-01-30,25,8341.28,active,2023-04-20,Votorantim
336,1995-06-29,28,5063.88,active,2023-09-16,Rio Branco
337,1992-06-13,31,3676.14,active,2023-09-21,Rio Branco
338,1997-08-05,26,7462.38,inactive,2023-04-14,Corumbá
339,1993-06-06,31,9558.15,active,2023-07-05,São Paulo
340,1978-09-19,45,7765.58,active,2023-02-08,Natal
341,1999-10-17,24,2747.1,inactive,2023-02-28,Recife
342,1984-11-12,39,8738.94,active,2023-10-21,Itapicuru
343,1999-12-06,24,9713.6,inactive,2023-01-24,Jacareí
344,1989-05-02,35,1771.15,active,2023-06-29,Monte Santo
345,1989-03-10,35,4424.19,active,2023-08-23,Belo Horizonte
346,1978-05-25,46,3112.56,active,2023-12-11,Brasília
347,1977-09-21,46,3012.98,active,2023-11-01,São Francisco do Sul
348,1992-07-03,31,8666.32,active,2023-07-24,Nova Cruz
349,1979-07-11,44,3637.13,inactive,2023-07-13,Rio de Janeiro
350,2001-06-16,22,2407.87,active,2023-08-03,Oliveira
351,1997-04-26,27,8088.57,inactive,2023-10-31,Contagem
352,1985-05-21,39,8867.63,active,2023-06-02,João Pinheiro
353,1995-08-12,28,8508.24,inactive,2023-11-26,São Paulo
354,1985-10-21,38,6400.9,inactive,2023-10-30,São Luís
355,2000-05-25,24,5616.95,inactive,2023-11-11,Nova Iguaçu
356,1988-10-10,35,6890.37,active,2023-11-18,Belo Horizonte
357,1990-04-17,34,3793.37,inactive,2023-01-15,Petrolina
358,1998-12-07,25,9410.64,active,2023-11-29,Dois Vizinhos
359,1995-05-28,29,8732.61,active,2023-05-06,Betim
360,1974-01-07,50,1328.48,inactive,2023-03-08,Gravataí
361,1988-06-19,35,5651.08,inactive,2023-04-08,Limoeiro
362,1986-05-12,38,7837.3,active,2023-12-06,Anápolis
363,1979-03-25,45,4857.87,active,2023-04-24,Campina Grande
364,1991-01-03,33,5521.63,inactive,2023-07-15,Camacan
365,1995-06-06,29,5468.76,active,2023-03-27,São Paulo
366,2000-03-31,24,9593.31,active,2023-04-18,Joinville
367,1995-09-30,28,4515.08,active,2023-12-11,Lago da Pedra
368,1964-07-08,59,2018.79,inactive,2023-11-25,Pederneiras
369,1999-05-22,25,6178.72,inactive,2023-09-29,Linhares
370,1994-05-08,30,6373.98,active,2023-07-06,Penápolis
371,1997-11-19,26,4317.99,active,2023-03-21,São José de Ribamar
372,2000-06-08,23,7568.01,inactive,2023-08-27,Guarulhos
373,1998-08-15,25,1362.96,active,2023-08-17,Ourinhos
374,1976-09-24,47,4562.46,active,2023-08-23,Barueri
375,1987-03-11,37,9782.06,active,2023-03-17,São Francisco
376,1988-04-29,36,7547.05,inactive,2023-01-27,Barra Mansa
377,1978-02-14,46,2908.32,active,2023-11-06,Ananindeua
378,1997-09-18,26,6101.51,inactive,2023-08-24,São Paulo
379,1975-07-02,48,5879.46,inactive,2023-02-21,São João de Meriti
380,1995-01-08,29,1046.27,inactive,2023-06-01,São José Dos Campos
381,1999-09-10,24,9117.9,active,2023-10-21,Itabirito
382,1992-02-07,32,1634.48,active,2023-03-19,Portel
383,1981-10-01,42,5797.37,inactive,2023-08-20,São Paulo
384,1995-01-15,29,3856.6,active,2023-03-30,João Pessoa
385,1974-01-17,50,3135.51,inactive,2023-09-25,Brasília
386,2001-09-12,22,5416.29,inactive,2023-11-27,Fortaleza
387,1987-09-29,36,1943.45,active,2023-12-28,São Paulo
388,1996-04-22,28,8994.65,inactive,2023-03-14,Pelotas
389,1979-09-03,44,7234.06,inactive,2023-10-08,Aracaju
390,1971-04-02,53,9253.02,inactive,2023-07-01,Piracicaba
391,2001-11-01,22,7798.18,active,2023-02-25,Santo André
392,2001-03-29,23,3211.59,inactive,2023-04-01,Cianorte
393,2001-11-09,22,8416.02,inactive,2023-11-03,Acopiara
394,1984-09-30,39,9922.58,inactive,2023-07-31,Sirinhaém
395,1976-02-03,48,3278.86,active,2023-11-13,Belford Roxo
396,1991-11-22,32,8740.73,inactive,2023-05-15,São Paulo
397,1984-11-28,39,3042.57,active,2023-05-16,Itaquaquecetuba
398,1985-02-02,39,9091.44,active,2023-11-29,Cariacica
399,1999-12-17,24,9608.15,active,2023-11-15,Juazeiro do Norte
400,1988-12-26,35,5846.54,inactive,2023-10-08,Guarulhos
401,2001-10-28,22,5189.28,active,2023-01-25,Itaúna
402,1989-07-26,34,5297.55,inactive,2023-08-26,Itaquaquecetuba
403,1989-01-05,35,4316.8,inactive,2023-06-10,Santa Helena de Goiás
404,1989-04-03,35,4166.23,inactive,2023-10-19,Salvador
405,1980-01-05,44,5745.6,inactive,2023-04-01,Londrina
406,1991-04-14,33,1368.36,inactive,2023-10-26,São Luís
407,1982-10-12,41,9532.16,inactive,2023-11-05,Poços de Caldas
408,1992-08-14,31,7875.32,active,2023-08-26,Olinda
409,2000-06-16,23,9598.3,inactive,2023-09-07,Angra Dos Reis
410,2000-09-26,23,5738.58,active,2023-11-27,Porteirinha
411,1998-08-30,25,9166.03,active,2023-05-31,Vila Velha
412,2000-07-06,23,4818.27,inactive,2023-01-11,Teresina
413,1996-11-02,27,3148.77,active,2023-03-09,Belém
414,1996-05-08,28,2443.14,active,2023-05-11,Paiçandu
415,1999-09-13,24,3451.17,inactive,2023-08-29,Camboriú
416,1981-07-31,42,9344.8,active,2023-02-15,Alta Floresta
417,1996-01-19,28,1384.45,active,2023-08-04,Viamão
418,1996-11-22,27,3866.96,inactive,2023-02-26,Florianópolis
419,1992-12-15,31,2716.61,active,2023-10-21,Poá
420,1995-11-11,28,3962.55,active,2023-02-04,Palmas
